checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,80,7435,"Emergency Preparedness (Fire Fighting Equipment)
Are CO2 portable fire extinguisher placed near Main Switchboards in good order with operating instructions clearly marked  and are crew members familiar with their operation?","<Check point>
Check fire extinguisher.
Monthly inspection record shall be available.
Portable fire extinguisher shall be near the entrance of service space.","SOLAS
II-2/10.3.2.2
II-2/10.3.3.1
II-2/10.3.3.2 II-2/6.2
FSS Code 4 IMO Res.
A.951",SPM VOL II 11.7,Common,453
F605,80,8110,"Pollution Prevention (Oil Pollution Prevention)
Are the Engine Room (Part I)  Oil Record Books (ORBs) correctly completed, free of any pollution incidents, violations and are slop/waste oil disposal certificates provided?","<Check point>
Check entries in Oil Record Book.
Entries shall be complied with MEPC.1/Circ736/Rev.2.
1) Amount of bilge discharged has not exceeded capacity of bilge separator;
2) Amount of sludge incinerated has not exceeded capacity of incinerator;
3)Amount of sludge discharged to reception facility or shifted to barge has not exceeded capacity of pump. Check certificate/receipt.
<Annotation>
The Flag Administration may permit the use of an electronic oil record book as an alternative substitute of the traditional paper ORB. However Flag approval should be available on board","MEPC.1/Cir c.
640
736/Rev.2","SSQE 7.2.3
KSM Circular - EXT/Permanent/2021/004",Common,454
F605,80,8111,"Pollution Prevention (Oil Pollution Prevention)
Do the sludge and bilge tanks designated in Form A or Form B of the IOPP Certificate and those listed in the Oil Record Book Part I, tally?","<Check point>
Check entries in Oil Record Book and IOPP certificate.
The name of tanks as mentioned in ORB 1 or 2 shall exactly meet what is printed in IOPP Form ""A"" or ""B"".","MEPC.1/Cir c.
640
736/Rev.2","SSQE 7.2.3
KSM Circular - EXT/Permanent/2021/004",Common,455
F605,80,8112,"Pollution Prevention (Oil Pollution Prevention)
Have disposals of sludge and other machinery waste been conducted in accordance with MARPOL requirements?","<Check point>
Check entries in Oil Record Book.",,"SSQE 7.2.3
KSM Circular - EXT/Permanent/2021/004",Common,456
F605,80,8200,"Pollution Prevention (Bunkering)
Are the vessel's staff engaged in bunkering operations well aware of safe transfer requirements and are detailed bunker transfer instructions available?","<Check point>
Sample check that detailed bunker transfer procedures are in place and complied with. Personnel involved in bunkering operation shall not be given any other task.
Bunker tank hatch lids kept closed during bunkering.
<Annotation>
Notes: Determining loading rates for the start of loading, bulk loading and topping off;",,SPM VOL II 9.0,Common,457
F605,80,8201,"Pollution Prevention (Bunkering)
Are the following items confirmed normal and recorded at the time of bunkering?
1) Bunkering pipeline including other side manifold.
2) FO tank level (including Non-filling tanks) by actual sounding. 3) Topped off tank level until completion.","<Check point> Check bunker plan.
Check SPM E 436 Oil Bunker Transfer Checklist
In the middle stage of bunkering, sounding for non-filling tanks can be done by remote gauges if fitted. If level gauges fitted, are readings compared with manual sounding.",,SPM VOL II 9.0,Common,458
F605,80,8202,"Pollution Prevention (Bunkering)
Is the FO tank level gauge in good order?
Is alarm of the FO tank level gauge, if fitted, tested periodically?",<Check point> Check record,,,Common,459
F605,80,8502,"Pollution Prevention (Air Pollution Prevention)
Is the ""Record Book of engine parameters for Onboard Verification of NOx Emission Control"" kept recorded properly?","<Check point> Check record
The person in charge of each machineries understand the recording when replaced with spare which is specified parts in engine parameters record book.
It is not required the recording when cleaning the parts for overhaul and set back to same position.
The rule apply to the vessel which was built after 1st Jan 2000. and also apply to the vessel which was built before the date, when equipment was replaced with new one,  Engine Parameter record book will be revised and issued.",MARPOL VI,SPM VOL II 8.5,Common,460
F605,80,8503,"Pollution Prevention (Air Pollution Prevention)
Is the ""ODS (Ozone-depleting substances) Record Book"" kept recorded properly?",<Check point> Check record.,MARPOL VI/12,SSQE 7.8,Common,461
F605,80,9116,"Safety Management (Document Control)
Are the engineers demonstrating knowledge and understanding of the Chief Engineer's standing orders and instructions and are the standing orders posted and signed by all engineers?","<Check point> Check Order Book.
1) Order Book has been  confirmed by other Engineers; and
2) Order Book regularly discusses operation of machinery, plant, etc.
<Annotation>
Notes: Standing order and night order books should be checked to ascertain that all officers are instructed as to their responsibilities. Standing orders should be written by the chief engineer to reflect the specific company’s requirements, as well as his own, particular to the vessel, the trade and the experience of the engineering officers aboard at the time. It should be updated and signed by each chief engineer as they join the vessel.
Night orders should be written as and when they are required to supplement the standing orders.",,SPM VOL II 3.2,Common,462
F605,80,9117,"Safety Management (Document Control)
Are important documents for engine department (Manuals, piping diagrams, drawings, files of information, L.O. chart etc.) properly kept?","<Check point>
Check documents/lack in documents.",,SPM VOL II 3.2.17,Common,463
F605,80,9515,"Safety Management (Safety Culture)
Are there documented procedures that address engine room entry requirements when operating in the UMS mode, and are the personnel on- board aware of these requirements?","<Check point>
Man entry procedure during UMS operation shall be clearly detailed. All personnel shall be aware of these procedures.
<Annotation>
Notes: Procedures should be in place to ensure that no-one enters the engine compartment alone, for example to carry out final evening checks during unattended periods, without first informing the bridge. Contact should be maintained at predetermined periods.
On vessels where a single engineer maintains a watch, there should be procedures as detailed above to regularly and frequently maintain contact with the bridge or cargo control room, unless a dead man alarm system is fitted.",,SPM VOL II 3.16,Common,464
F605,80,9612,"Safety Management (Work Environment)
Is an engineer’s call alarm fitted and is it in good order and tested regularly and the results recorded?","<Check point>
Check by interviewing.
Note following are in good working order:
1) Extension alarm; and
2) Engineer's call.
If acceptable to Master, pls try out this alarm",,,Common,465
F605,90,4114,"Machinery Management (Engine Room Management)
Are pipeworks of fuel oil (F.O. / D.O. / G.O.) in good order and do they appear to be well maintained?
Is insulation lagging on FO / DO line in good order and free from stain? Confirm there is no temporary repair?","<Check point> Check leak.
Note FO / DO line is in good order. Note lagging is free from stain.
Check temporary repair made.",,SPM VOL II 15.0,Common,466
F605,90,4115,"Machinery Management (Engine Room Management)
Are diesel engine high and low pressure fuel delivery pipes adequately jacketed or screened,  exhaust lines and hot surfaces protected from spray and surrounding areas free from fuel or lube oil leakage?","<Check point>
Note FO / DO line is in good order.
All high pressure delivery pipes of fuel delivery to engines shall be double jacketed. These pipes shall be in leak free condition.
<Annotation>
External high pressure fuel delivery lines between the high pressure fuel pumps and fuel injectors shall be protected with a jacketed piping system capable of containing fuel from a high pressure line failure. A jacketed pipe incorporates an outer pipe into which the high pressure fuel pipe is placed, forming a permanent assembly. The jacketed piping system shall include a means for collection of leakages and arrangements shall be provided for an alarm to be given of a fuel line failure. (SOLAS II-2/4.2.2.5.2)","SOLAS
II-2/4.2.2.5.2",KSM Circular EXT/Permanent/2019/008- Splash Guarding,Common,467
F605,90,4116,"Machinery Management (Engine Room Management)
Are pipeworks of lubricating oil in good order and do they appear to be well maintained?
Is insulation lagging on LO line in good order and free from oil stain?
Confirm there is no temporary repair?","<Check point> Check leak.
Note LO line is in good order. Note lagging is free from stain. Check temporary repair made.",,SPM VOL II 15,Common,468
F605,90,4117,"Machinery Management (Engine Room Management)
Are seawater pumps, sea chests and associated pipework in good order and free of hard rust and temporary repairs, particularly outboard of the ship-side valves?","<Check point> Check leak of water.
Note pipelines are in good order. Check temporary repair made.
<Annotation>
Note: The condition of sea chests, sea water lines, storm valves and hull penetrations should be carefully checked to ensure that they are in good condition. Evidence of hard rust or deterioration should be recorded as an Observation.",,SPM VOL II 15,Common,469
F605,90,4118,"Machinery Management (Engine Room Management)
Is it possible to discriminate between sacrificial pipe and normal pipe, and are there spare sacrificial pipes available for immediate use nearby?
Especially, Confirm there is no temporary repair made on sacrificial pipe on sea water inlet of M/E LO cooler, central cooler and FWG in engine room?","<Check point> Check leak of water.
Note pipelines are in good order. Check condition of sacrifice pipes.",,,Common,470
F605,90,4119,"Machinery Management (Engine Room Management)
Are pipeworks of exhaust gas in good order and do they appear to be well maintained?
Is insulation lagging on exhaust pipes of main engine, boiler, generator, and incinerator in good order and free from stain?
Confirm there is no temporary repair?","<Check point> Check leak.
1) Main body of exhaust gas economizer;
2) Auxiliary boiler; and
3) Exhaust pipes for main engine and generator. Note exhaust gas line is in good order.
Note lagging is free from stain. Check temporary repair made.",,,Common,471
F605,90,4120,"Machinery Management (Engine Room Management)
Are pipeworks of steam and steam drain in good order and do they appear to be well maintained?
Is insulation lagging on steam line in good order and free from stain? Confirm there is no temporary repair?","<Check point> Check leak.
Note steam line is in good order. Note lagging is free from stain. Check temporary repair made.",,,Common,472
F605,90,4121,"Machinery Management (Engine Room Management)
Are pipeworks of starting air, general service air and control air in good order and do they appear to be well maintained?
Confirm there is no temporary repair?","<Check point> Check leak.
Note air line is in good order. Check temporary repair made.",,,Common,473
F605,90,4122,"Machinery Management (Engine Room Management)
Are machinery spaces clean and free from obvious leaks and is the overall standard of housekeeping and fabric maintenance satisfactory?","<Check point>
Check for any telltale signs of oil leakages, debris, rags/ jutes, cleaning agents in small containers and operational garbage kept in open containers.
Check cleanliness of following:
- Tank top, each floor, D/G foundation, area beneath M/E  flywheel and FO/LO purifiers, FO sett./serv. tank coamings, waste oil tank coamings, FO transfer pump,  Boiler coaming etc.
<Annotation>
Note: Workshops, compressor rooms, chemical stores, spare gear stores, electrician’s store/workshop, IG rooms, and boiler rooms should be checked. Safety notices and signs appropriate to the specific compartments should be posted.",,SSQE 15.7.2,Common,474
F605,90,4123,"Machinery Management (Engine Room Management)
Are bilges free of oil, rubbish and sediment?","<Check point>
It is advisable to have light colored paint for the bilges. Check if bilges are clean and dry.
<Annotation>
Note: Oily areas indicate a lack of adequate maintenance and cleanliness. However, a small amount of oil in save alls should not be considered unsatisfactory.",,SPM VOL II 7.6,Common,475
F605,90,4124,"Machinery Management (Engine Room Management)
Are workshop, engine store and spare parts room kept clean and in good order?","<Check point>
Check workshop, engine store and spare parts room. Check storage condition of maintenance tools.",,SSQE 15.7.2,Common,476
F605,90,4125,"Machinery Management (Engine Room Management)
Are gauge glass closing devices on oil tanks of a self-closing, fail-safe type and not inhibited?","<Check point>
Note valves are kept closed.",,SPM VOL II 3.2.17,Common,477
F605,90,4126,"Machinery Management (Engine Room Management)
Are self-closing sounding devices to double bottom tanks in good order and closed?","<Check point>
Note sounding pipes are capped.
Check manholes for double bottom tanks kept closed.",,SPM VOL II 3.2.17,Common,478
F605,90,4127,"Machinery Management (Engine Room Management)
Confirm there is no abnormal vibration on or sound from part in engine room while main engine is under normal service load?","<Check point>
Check abnormal vibration and sound with main engine under normal service load.",,,Common,479
F605,90,4128,"Machinery Management (Engine Room Management)
Are instrument (pressure gauges, thermometer, flowmeter, etc.) in good order and do they appear to be well maintained?","<Check point>
Check no breakdown of instrument. Check vibration, noise, and leak.",,,Common,480
F605,90,4129,"Machinery Management (Engine Room Management)
Are control valves (pressure, temperature, flow, etc.) with controller and positioner in good order and do they appear to be well maintained?","<Check point>
Check open/close position and indication. Check control air pressure is suitable.
Check followings by interview.
- Present opening position is matching at present plant condition.
- Smooth movement of valves.
- Frequency of drainage of control air.
- Maintenance interval of positioner.",,,Common,481
F605,90,4130,"Machinery Management (Engine Room Management)
Are pipeworks of sewage / accommodation drain in good order and do they appear to be well maintained?
Confirm there is no temporary repair?","<Check point> Check leak.
Note sewage line is in good order. Check no temporary repair made.",,SPM VOL II 10.3.2,Common,482
F605,90,4131,"Machinery Management (Engine Room Management)
Are pipeworks of bilge / sludge in good order and do they appear to be well maintained?","<Check point> Check leak.
Check no temporary repair made.
Check if there is non-approved piping (by class) fitted on bilge line.",,SPM VOL II 10.3,Common,483
F605,90,4202,"Machinery Management (Main Propulsion & Shaft System)
Are main engine upper part in good order and do they appear to be well maintained?","<Check point> Check if;
- Valves in cylinder cover - exhaust, indicator, starting, FO, and safety valves
- FO high-pressure line - no damage to or kink at end of double pipes/no leak of oil
- Cylinder oil stud - no leak of oil
- Each valve and exhaust gas line - no leak of gas
- Cylinder jacket - no leak of water
1) There is no leak of FO, LO, CFW, air, or gas; and
2) There is no use of bunch of rags.",,,Common,484
F605,90,4203,"Machinery Management (Main Propulsion & Shaft System)
Are main engine middle part in good order and do they appear to be well maintained?","<Check point> Check if;
- Cylinder oil lubricator
- Linkage and governor
- FO high-pressure line - no leak of oil
- No leak of water
- Steam line - no leak of steam
- Fuel oil pump
- Rolling stay
- Oil mist detector
- Pressure Gauges and Indicator lamps of Machine side operation stand
1) There is no leak of FO, LO, CFW, air, or gas;
2) There is no damage to or kink at end of double pipes for FO high pressure line; and
3)  There is no cylinder showing abnormal concentration of gas.",,,Common,485
F605,90,4204,"Machinery Management (Main Propulsion & Shaft System)
Are main engine lower part in good order and do they appear to be well maintained?
Are there matching marks for M/E fundation bolts and nuts?","<Check point>
Check there is no leak of LO, or gas around
- crank case
- engine frame
- bilge level underneath flywheel",,,Common,486
F605,90,4205,"Machinery Management (Main Propulsion & Shaft System)
Are turbochargers in good order?","<Check point>  Check turbochargers.
- No vibration or noise
- No surging
- Condition of LO",,,Common,487
F605,90,4206,"Machinery Management (Main Propulsion & Shaft System)
If the vessel class notation allows UMS operation, are main engine bearing temperature monitors, or the crankcase oil mist detector, in good order?","<Check point>
If possible, test Oil mist detector. Check M/E bearing temperature monitor in good working order.",SOLAS II-1/47.2,,Common,488
F605,90,4207,"Machinery Management (Main Propulsion & Shaft System)
Are manometers of air coolers indicated normal?","<Check point>
Compare values in shop trials or sea trials with those of manometers.",,,Common,489
F605,90,4208,"Machinery Management (Main Propulsion & Shaft System)
Are cut-out devices of main engine fuel pumps ready for immediate use?","<Check point>
1) Special tools are provided near FO injection pump or Chief engineer knows storage place of special tools; and
2) Cut-out devices are in good order.",,,Common,490
F605,90,4209,"Machinery Management (Main Propulsion & Shaft System)
Is stern tube seal system in good order and do they appear to be well maintained?","<Check point> Check LO leakage.
Check SPM E 425 Screw Shaft Condition",,SPM VOL II 7.1.2,Common,491
F605,90,4210,"Machinery Management (Main Propulsion & Shaft System)
Is lubrication of each intermediate bearing in good order?","<Check point>
Check each intermediate bearing. Check amount of LO and lubrication. Alarm and safety device are functional.",,SPM VOL II 7.1.2,Common,492
F605,90,4211,"Machinery Management (Main Propulsion & Shaft System)
Is shaft earthing device in good order?","<Check point> Check brush.
Check potential difference.",,,Common,493
F605,90,4303,"Machinery Management (Generator)
Are diesel generators in good order and do they appear to be well maintained?","<Check point> Check each part.
- Fitting of side cover - shielding against splashes - for FO pump or doubling of FO high-pressure line
- Normal pressure and temperature
- No vibration and noise
- No leak of oil, water or gas
<Annotation>
Notes: Consider examining log book entries to determine that any idle generators have been run recently.
Check that the automatic switch over arrangements and protection devices such as reverse power relays are in good order and that engineers are familiar with procedures for changing over generators.",,SPM VOL II 5.0,Common,494
F605,90,4402,"Machinery Management (Main/Aux. Boiler & EGE)
<Applicable for Aux. Boiler only>
- Is Aux. boiler in good order and do they appear to be well maintained?
- No leakage from safety valve?
- No leak of oil, water or gas?
- No leakage from the level transmitter and its pipe line?
 - Is the water level marked on the level gauge for auxiliary boiler?    (High, Normal, Low, LL)","<Additional check point for NYK owned vessels only>
Note placard stating ""Normal Open/Normal Close"" is posted near boiler valves, e.g., root valve for level gauge, which may be mishandled. For chartered vessel, it is recommendation only and do not point out as finding.
<Annotation>
Notes: Where automated boilers are fitted, they should be being operated in automatic mode. Boiler controls should not be overridden or by-passed.",,SPM VOL II 6.0,Common,495
F605,90,4403,"Machinery Management (Main/Aux. Boiler & EGE)
Is root valve of soot blower closed while it is not working?","<Check point>
Check root valves are closed.",,,Common,496
F605,90,4404,"Machinery Management (Main/Aux. Boiler & EGE)
Is exhaust gas economizer in good order and do they appear to be well maintained?","<Check point> Check leak / hole.
- No leak of Safety valve
- No leak of oil, water or gas
- No hole E.G.E. water on washing drain pipe caused by the corrosion. Especially Elbow of the pipe: Existence risk of sulfuric acid corrosion by water.",,SPM VOL II 6.9,Common,497
F605,90,4405,"Machinery Management (Main/Aux. Boiler & EGE)
Are following normal for Cascade / Filter tank? 1.Water not boiling.
2.Free of oil content. 3.No foreign substance.
4.No water leakage from Atmospheric condenser.","<Check point> Check cascade tank. Check oil.
Check foreign substance.
Check if included in the UMS checklist item -  ""Is oil not floating?""",,SPM VOL II 6.0,Common,498
F605,90,4406,"Machinery Management (Main/Aux. Boiler & EGE)
Is FD Fan running normal?","<Check point>
Check the linkage of inlet guide vane. Check noise.",,,Common,499
F605,90,4503,"Machinery Management (Auxiliary Machinery)
Is boiler water circulating pump in good order and do they appear to be well maintained?","<Check point>
Check shaft seal condition.
Check by interviewing length of time operated.
After ""F/W Engine"" pump must be operated for length of time required for prevention of soot fire.",,Rightship 12.43,Common,500
F605,90,4504,"Machinery Management (Auxiliary Machinery)
Are main air compressors (for starting air / general service air) in good order and do they appear to be well maintained?","<Check point>
Check air compressors. Check safety valve.
Check by interviewing length of time operated.
Note air compressors have not been in continuous operation. Check if LO is emulsified.",,SPM VOL II 7.9,Common,501
F605,90,4505,"Machinery Management (Auxiliary Machinery)
Are control air compressors, if fitted, in good order and do they appear to be well maintained?","<Check point>
Check air compressors. Check safety valve.
Check by interviewing length of time operated, including load/unload.",,SPM VOL II 7.9,Common,502
F605,90,4506,"Machinery Management (Auxiliary Machinery)
Are all pumps( LO pump, Cooling water pump, FO pump, etc.) in good order and do they appear to be well maintained?","<Check point> Check pumps.
Check vibration, noise, and leak.
Check SPM E 442 Pump Overhaul Record",,Rightship 12.43,Common,503
F605,90,4507,"Machinery Management (Auxiliary Machinery)
Are heat exchangers in good order and do they appear to be well maintained?","<Check point>
There is no leak from cover of heat exchangers or from protective zinc lid.",,SPM VOL II 10.22,Common,504
F605,90,4508,"Machinery Management (Auxiliary Machinery)
Are fuel oil purifiers in good order and do they appear to be well maintained?","<Check point> Check FO purifiers.
Note there is no vibration on or noise from FO purifiers. Check pressure gauges and thermometer.
Check following by interview
- inlet temperature is managed properly.
(It depends on type of fuel with considering viscosity.)
- size of gravity disc
Check if FO purifiers are operated with FO feed rate kept as low as practicable during At-sea inspection.",,SPM VOL II 7.11,Common,505
F605,90,4509,"Machinery Management (Auxiliary Machinery)
Are lubricating oil purifiers in good order and do they appear to be well maintained?","<Check point> Check LO purifiers.
Note there is no vibration on or noise from FO purifiers. Check pressure gauges and thermometer.
Check following by interview
- inlet temperature is managed properly.
- size of gravity disc.
Check if FO purifiers are operated with FO feed rate kept as low as practicable during At-sea inspection.",,SPM VOL II 7.11,Common,506
F605,90,4510,"Machinery Management (Auxiliary Machinery)
Is Marine Growth Preventing System (MGPS) in good order and do they appear to be well maintained?","<Check point>
Note Systems have been changed over at sea and in port. Check if the flow meter for MGPS is working or not.
Check SPM E 418 ELECTRICAL REPORT",,Rightship 12.43,Common,507
F605,90,4512,"Machinery Management (Auxiliary Machinery)
Are Ventilation fans in good order and do they appear to be well maintained?","<Check point> Check ventilations.
Check vibration and noise.",,Rightship 12.43,Common,508
F605,90,4513,"Machinery Management (Auxiliary Machinery)
Are the plate type of heat exchangers in good order and do they appear to be well maintained?","<Check Points>
Check water leakage on site.
Check the interval of back wash by interview.",,SPM VOL II 10.22,Common,509
F605,90,4608,"Machinery Management (Electrical Equipment)
Is all electrical equipment including junction boxes and cable runs in good order?",<Check point> Check condition.,,SPM Vol II 10.13,Common,510
F605,90,4609,"Machinery Management (Electrical Equipment)
Are electric motors in good order and do they appear to be well maintained?","<Check point>
Check each electric motor.
Check current, coil temperature, etc.
Check form SPM E 418 ELECTRICAL REPORT",,Rightship 12.43,Common,511
F605,90,4610,"Machinery Management (Electrical Equipment)
Is the level of lighting in all areas of the engine room satisfactory?","<Check point>
Unlit light should not be present.",,SPM VOL II 10.7,Common,512
F605,90,4807,"Machinery Management (F.O. / L.O. Treatment)
Is FO settling and service tank temperature managed properly?","<Check point>
Check FO settling tank temperature with interview. Temperature is depending on type of fuel (viscosity).",,SPM VOL II 4.7,Common,513
F605,90,4808,"Machinery Management (F.O. / L.O. Treatment)
Is FO double bottom tank and other storage tank temperature managed according to Company's instructions?","<Check point>
Check by interviewing.
Check temperature, if possible.",,,Common,514
F605,90,7436,"Emergency Preparedness (Fire Fighting Equipment)
Are portable fire extinguishers in Engine Room and stores in good order with operating instructions clearly marked and are crew members familiar with their operation?","<Check point>
Check fire extinguisher condition.
Monthly inspection record shall be available.
Portable fire extinguisher shall be near the entrance of service space. Check expiry dates of Foam Applicator liquid.","SOLAS
II-2/10.3.2.2
II-2/10.3.3.1 II-2/6.2
FSS Code 4 IMO Res.
A.951",SPM VOL II 11.7.4,Common,515
F605,90,7437,"Emergency Preparedness (Fire Fighting Equipment)
Are discharge nozzles of fixed CO2/foam/hyper mist fire-extinguishing systems in engine room free from obstructions?","<Check point> Check nozzles.
Any obstructions like cover are not acceptable.",,SSQE 15.7.2,Common,516
F605,90,7440,"Emergency Preparedness (Fire Fighting Equipment)
Are fire detector sensors free from obstructions?","<Check point>
Check fire detector sensors.
Any obstructions like cover are not acceptable.",,SSQE 15.17.2,Common,517
F605,90,8302,"Pollution Prevention (Bilge)
Are specific warning notices posted to safeguard against the accidental opening of the overboard discharge valve from the oily water separator?","<Check point> Check by Interview.
Check the local (Machinery spaces, bilge/ballast pump operating places,  etc.) Warning notice for accidental opening of  O/Bd valve shall be posted prominently. Check condition of solenoid valve, if fitted.
<Annotation>
Note: The overboard valve should be sealed and provided with a warning notice indicating that the valve should not be opened without the authority of the chief engineer or Master.",,SSQE ANNEX 3,Common,518
F605,90,8303,"Pollution Prevention (Bilge)
Does the vessel minimize bilge and sludge tank level?
Does the vessel have plan for shore discharge in case she have excessive amount of bilge and sludge?
Are engine room bilges not overflowing on tank top?","<Check point>
Check remaining bilge and sludge.
- PSC ports may detain the vessel unless she has enough capacity of bilge tank and BSO tank to next port.
- PSC may detain the vessel if excessive bilge and oil leaks found in E/R.","Marpol Annex 1, Reg. 12/2",SPM VOL II 10.29,Common,519
F605,90,8304,"Pollution Prevention (Bilge)
Is tank top around suctions of bilge, including direct and emergency bilge, clean?",<Check point> Check condition.,,SPM VOL II 10.30,Common,520
F605,90,8305,"Pollution Prevention (Bilge)
Are emergency bilge pumping arrangements ready for immediate use; is the emergency/direct bilge suction clearly identified and, where fitted, is the emergency overboard discharge valve provided with a notice warning against accidental opening?","<Check point>
Bilges shall be clear of any debris or rags/ jute etc. which may choke the emergency suction. Emergency Overboard valve is SHUT and lashed with tamperproof seal or similar arrangements. Warning notice shall be posted near O/Bd valve.
Clear identification of emergency bilge suction valve.
Note suction valve wheels are colored in red and black to be distinguished from other bilge valves.","MARPOL
I/4",SPM VOL II 10.3.1,Common,521
F605,90,8306,"Pollution Prevention (Bilge)
Are the engine room bilge oily water pumping and disposal arrangements in good order?
Check if flange after bilge pump is fitted with tamperproof nut/ bolts or with tamperproof numbered seal.
Is there any temporally pipe fitted on bilge dicharge line?
Does the vessel conduct 15ppm bilge alarm and 3-way valve function test periodically?","<Check point>
Check by interviewing Department Head.
<Annotation>
PSC may be detained the vessel under suspicion for illegal bilge discharge at PSC inspection due to misunderstanding such plastic temporally pipe as ""Magic pipe"".
(NYK PSC Information 2007 004）
A direct connection overboard from a bilge pump used for the regular disposal of accumulations of bilge water, or for any other oil service, must be recorded as an Observation.
At least two power pumps connected to the main bilge system shall be provided, one of which may be driven by the propulsion machinery. If the Administration is satisfied that the safety of the ship is not impaired, bilge pumping arrangements may be dispensed with in particular compartments. (SOLAS II-1 Reg. 21.3)",SOLAS II-1/21.3,SSQE ANNEX 3,Common,522
F605,90,8307,"Pollution Prevention (Bilge)
Is the oily water separator in good order, free from unauthorised modifications and are the engineers well familiar with its operation and data recovery procedure where applicable?","<Check point>
Check by interviewing Department Head. Test OWS for 15PPM alarm.
Oil Content Meter: if possible, zero indication is confirmed by fresh water.
If OWS is fitted with in-built memory, verify if engineers are aware of downloading procedures of this information. Bilge Separator: Corrosion, hole and leak and pressure gauge of separator.
Check if entries are made in the Oil Record Book for all maintenance and repairs of OWS.","MARPOL I/14
(RESOLUTI ON MEPC.107 (49),
Revised Guidelines and Specificatio ns for Pollution Prevention Equipment for Machinery Space Bilges of ships, 2003)",Rightship 6.21,Common,523
F605,90,8308,"Pollution Prevention (Bilge)
Is fresh water valve for cleaning the sensor fitted on 15ppm bilge alarm system controlled properly?
Is the notice board such as ""DO NOT OPEN THIS VALVE WITHOUT C/E’ S PERMISSION"" , ""DO NOT OPEN THIS VALVE DURING OPERATION"" and ""MAINTENANCE USE ONLY"" placed?","<Check point>
Check if the notice board such as ""DO NOT OPEN THIS VALVE WITHOUT C/E’S PERMISSION"" , ""DO NOT OPEN THIS VALVE DURING OPERATION"" and ""MAINTENANCE USE ONLY""  is placed or not.",,SSQE ANNEX 8,Common,524
F605,90,8309,"Pollution Prevention (Bilge)
Is overboard bilge discharge valve for oily water lashed and locked?","<Check point>
Note overboard bilge discharge valve for oily water shall be lashed and locked.",,SSQE ANNEX 3,Common,525
F605,90,8310,"Pollution Prevention (Bilge)
Is engine room bilge piping diagram posted near bilge pump or bilge separator?","<Check point>
Check bilge piping diagram.
Note bilge piping diagram is in good order.",,SSQE ANNEX 3,Common,526
F605,90,8311,"Pollution Prevention (Bilge)
Have disposals of sludge and other machinery waste been conducted in accordance with MARPOL requirements?","<Check point>
Check by interviewing.
Check sludge piping diagram.
Check around sludge pump in engine room.
There shall not be any secondary discharge connection from sludge pump except standard discharge connection.",MARPOL I/12.2,,Common,527
F605,90,8312,"Pollution Prevention (Bilge)
Are WO tanks cleaned periodically?
Are the level gauges fitted on WO tank in good order and do they appear to be well maintained?","<Check point>
Check if the cleaning of WO tanks are included in PMS. If the cleaning was not carried out as per PMS, point out as a finding.
Check the condition of the level gauge by interview. If ship's staff always use the figure of manual sounding instead of level gauge, point out as a finding.",,,Common,528
F605,90,8600,"Pollution Prevention (Sewage)
Are sewage plant in good order and do they appear to be well maintained?","<Check point>
Check pumps, blower.
Check vibration, noise, and leak. Check leak.
Check chemical dosage.
Check if overboard valve (direct discharge) of sewage is closed and not defective.
Regulation 11.1.1 of the revised Annex IV of MARPOL 73/78 requires that untreated sewage, which may be discharged at more than 12 nautical miles from the nearest land, should not be discharged instantaneously but at a moderate rate of discharge when the ship is enroute and proceeding at a speed not less than 4 knots, while the rate should be approved by the Administration based upon standards developed by the Organisation.
NBPMAR2019019 Deficiency of overboard valve for sewage by PSC in China","(MARPOL, 2017)
 (Resolution MEPC.157 (55),
Recommen dation on Standards for the Rate of Discharge of Untreated Sewage
from Ships,",SPM VOL II 10.32,Common,529
F605,90,8601,"Pollution Prevention (Sewage)
Does the vessel have enough chemical pill (tablet) on board?","<Check point>
Check ROB of chemical pill (tablet) by interview.",,,Common,530
F605,90,9516,"Safety Management (Safety Culture)
Are purifier rooms and fuel and lubricating oil handling areas ventilated and clean?","<Check point> Check oily part.
<Annotation>
Note: A significant number of major incidents occur as a result of engine room fires. It is of particular importance that purifier rooms and oil handling areas are maintained in a clean condition.",,SSQE 15.7.2,Common,531
F605,90,9613,"Safety Management (Work Environment)
Are Officers aware of safety guidelines for electric welding equipment in good order and are written safety guidelines posted on site?","<Check point>
Check welding equipment.
Electric Welding equipment shall be properly grounded. Cable insulation, face shield, gloves and apron shall be in good condition. Poster with Safety guidelines for ""Electric shock"" shall be prominently displayed near equipment.",,SSQE 6.4,Common,532
F605,90,9614,"Safety Management (Work Environment)
Do engine room machine tools have adequate eye protection available?","<Check point>
Check that eye protections are in good condition",,SSQE 5.2,Common,533
F605,90,9615,"Safety Management (Work Environment)
Are IMO personal protective equipment signs displayed at the entrance of engine room and inside workshop?","<Check point>
Check entrance to engine room and inside of workshop.
- Wear Ear Plugs
- Wear Protective Goggles
- Wear Helmet
- Wear Safety Harness and etc.",,SSQE 5.15,Common,534
